,Country Name,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,average
62,Thailand,0.1864201,0.234202744,0.214375637,0.204198929,0.163553004,0.08545833,0.198380549,0.219453099,0.216241731,0.202893043,0.236830746,0.209275129,0.189227393,0.207193597,0.213430044,0.208693781,0.233738841,0.212187787,0.192243206,0.201473562
102,Togo,0.214012783,0.218638666,0.184881862,0.137768336,0.111320413,0.056593829,0.185680663,0.254204687,0.196907923,0.176359538,0.19803481,0.178804295,0.15111202,0.172835725,0.168799481,0.198427824,0.220834074,0.24728248,0.203372647,0.182940635
45,Tunisia,0.187270039,0.190580457,0.18521895,0.152267033,0.122616127,0.07866741,0.192832228,0.244354465,0.195709839,0.161291259,0.185583729,0.149071812,0.172723501,0.159676153,0.140646055,0.141402807,0.197854082,0.157627504,0.165062659,0.167392427
107,Uganda,0.226420563,0.201774376,0.201943865,0.179317882,0.162268646,0.088438514,0.198235439,0.266982439,0.188043877,0.209364433,0.195079639,0.177656805,0.181080375,0.193218966,0.189973466,0.162285415,0.218391498,0.180568802,0.207483378,0.190975178
104,Ukraine,0.212094662,0.219854563,0.196731437,0.154049457,0.143508633,0.082825372,0.160046666,0.120016163,0.179351491,0.192197212,0.16073603,0.150556764,0.111937519,0.146052207,0.174962273,0.1706635,0.20991511,0.192396925,0.19014419,0.166738957
11,United Kingdom,0.495732118,0.523242153,0.490699246,0.396146842,0.369486659,0.231270399,0.355680589,0.359392949,0.369736247,0.336171795,0.336121655,0.36269106,0.375655888,0.421477153,0.389252982,0.388725239,0.407757752,0.385078879,0.357551806,0.386940601
15,United States,0.569630141,0.583354013,0.505599716,0.41222811,0.386863644,0.222256105,0.356544905,0.42514184,0.43786277,0.381074866,0.394511163,0.432826132,0.43076024,0.514966413,0.511052058,0.530588316,0.546503999,0.514115286,0.544184614,0.457898123
18,Uruguay,0.147413975,0.176050995,0.191869767,0.188970102,0.138780508,0.087230386,0.210059124,0.270884182,0.241170306,0.238894491,0.231690628,0.239919563,0.21834383,0.222169129,0.224265941,0.234666657,0.256109592,0.21852406,0.22588929,0.208573817
115,Uzbekistan,0.1657657,0.161668197,0.16981452,0.146934219,0.173191527,0.105367554,0.265804281,0.284569003,0.220731897,0.260422758,0.276611246,0.238565933,0.233123156,0.22001004,0.224775475,0.214120632,0.234356265,0.227792032,0.213532905,0.212481965
119,"Venezuela, RB",0.167629117,0.187570674,0.282142017,0.242026438,0.165857657,0.095872615,0.218408376,0.203497215,0.214399909,0.205070262,0.229269348,0.200232546,0.173388525,0.199296275,0.194921869,0.154821841,0.146216347,0.141275927,0.194731296,0.190348855
77,Vietnam,0.213131398,0.192819246,0.199688399,0.173668891,0.148687231,0.077346411,0.194022381,0.248887398,0.198676245,0.205964731,0.188428021,0.173878478,0.171975611,0.19445323,0.206026029,0.202034309,0.237286018,0.24024267,0.220171497,0.194073063
55,West Bank and Gaza,0.054748345,0.199027053,0.23051565,0.455920213,0.289024288,0.604858171,0.322716442,0.253468329,0.166643356,0.16080437,0.168155879,0.221763489,0.132546175,0.167412444,0.221913705,0.165620756,0.203115051,0.208779489,0.197470655,0.232868624
73,Zambia,0.185129939,0.173659712,0.181307352,0.163378707,0.301958638,0.088619279,0.208722496,0.283535346,0.22244991,0.202503029,0.223978583,0.173877399,0.158939891,0.14660501,0.161599291,0.132236773,0.184350957,0.094192779,0.175193285,0.182223072
